SITC;PRODUCT DESCRIPTION;YEAR;IMPORT (RM);;
65740;QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED;2015;14951152;;
65740;QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED;2016;22225853;;
65740;QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED;2017;21326246;;
65740;QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED;2018;4095140;;
65740;QUILTED TEXTILE PRODUCTS IN THE PIECE, COMPOSED OF ONE OR MORE LAYERS OF TEXTILE MATERIALS ASSEMBLED;2019;7300085;;
65751;TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS;2015;66415100;;
65751;TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS;2016;91282061;;
65751;TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS;2017;111086396;;
65751;TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS;2018;98568847;;
65751;TWINE, CORDAGE, ROPES AND CABLES, WHETHER OR NOT PLAITED OR BRAIDED AND WHETHER OR NOT IMPREGNATED, COATED, COVERED OR SHEATHED WITH RUBBER OR PLASTICS;2019;110535775;;
65752;"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS";2015;101562171;;
65752;"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS";2016;127166117;;
65752;"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS";2017;160679604;;
65752;"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS";2018;164061940;;
65752;"KNOTTED NETTING OF TWINE, CORDAGE OR ROPE; MADE-UP FISHING NETS AND OTHER MADE-UP NETS, OF TEXTILE MATERIALS";2019;163440273;;
65759;ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S.;2015;10923430;;
65759;ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S.;2016;7605383;;
65759;ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S.;2017;15114141;;
65759;ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S.;2018;13041549;;
65759;ARTICLES OF YARN, STRIP OR THE LIKE OF HEADING 651.77 OR 651.88, TWINE, CORDAGE, ROPE OR CABLES, N.E.S.;2019;7808093;;
65761;"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT";2015;555541;;
65761;"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT";2016;977151;;
65761;"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT";2017;154888;;
65761;"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT";2018;420978;;
65761;"HAT FORMS, HAT BODIES AND HOODS OF FELT, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS; PLATEAUX AND MANCHONS (INCLUDING SLIT MANCHONS), OF FELT";2019;972641;;
65762;HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED;2015;62920;;
65762;HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED;2016;364854;;
65762;HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED;2017;48912;;
65762;HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED;2018;77146;;
65762;HAT SHAPES, PLAITED OR MADE BY ASSEMBLING STRIPS OF ANY MATERIAL, NEITHER BLOCKED TO SHAPE NOR WITH MADE BRIMS, NOR LINED NOR TRIMMED;2019;3593;;
65771;"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS";2015;125558968;;
65771;"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS";2016;117505466;;
65771;"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS";2017;64784511;;
65771;"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS";2018;32124140;;
65771;"WADDING OF TEXTILE MATERIALS AND ARTICLES THEREOF; TEXTILE FIBRES NOT EXCEEDING 5 MM IN LENGTH (FLOCK), TEXTILE DUST AND MILL NEPS";2019;36663947;;
65772;"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED";2015;662203;;
65772;"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED";2016;650843;;
65772;"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED";2017;823504;;
65772;"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED";2018;567127;;
65772;"TEXTILE WICKS, WOVEN, PLAITED OR KNITTED, FOR LAMPS, STOVES, LIGHTERS, CANDLES OR THE LIKE; INCANDESCENT GAS MANTLES AND TUBULAR KNITTED FABRIC THEREFOR, WHETHER OR NOT IMPREGNATED";2019;637918;;
65773;TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES;2015;251887012;;
65773;TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES;2016;217036086;;
65773;TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES;2017;261647483;;
65773;TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES;2018;250210730;;
65773;TEXTILE PRODUCTS AND ARTICLES, FOR TECHNICAL USES;2019;268007319;;
65781;RUBBER THREAD AND CORD, TEXTILE-COVERED;2015;889224;;
65781;RUBBER THREAD AND CORD, TEXTILE-COVERED;2016;1413163;;
65781;RUBBER THREAD AND CORD, TEXTILE-COVERED;2017;1612301;;
65781;RUBBER THREAD AND CORD, TEXTILE-COVERED;2018;954254;;
65781;RUBBER THREAD AND CORD, TEXTILE-COVERED;2019;1595969;;
65789;"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785";2015;23867807;;
65789;"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785";2016;21415262;;
65789;"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785";2017;24002909;;
65789;"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785";2018;24757848;;
65789;"RUBBER THREAD AND CORD, TEXTILE-COVERED; TEXTILE YARN, AND STRIP AND THE LIKE OF HEADING 651.77, N.E.S. IN 65781 AND 65785";2019;23602649;;
65791;TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH;2015;9617369;;
65791;TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH;2016;10619647;;
65791;TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH;2017;16459402;;
65791;TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH;2018;10595025;;
65791;TEXTILE HOSE-PIPING AND SIMILAR TEXTILE TUBING, WITH OR WITHOUT LINING, ARMOUR OR ACCESSORIES OF OTH;2019;14296238;;
65792;TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL;2015;22483997;;
65792;TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL;2016;25853348;;
65792;TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL;2017;23264649;;
65792;TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL;2018;24750901;;
65792;TRANSMISSION OR CONVEYOR BELTS OR BELTING, OF TEXTILE MATERIAL, WHETHER OR NOT REINFORCED WITH METAL OR OTHER MATERIAL;2019;21324965;;
65793;TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON;2015;113166728;;
65793;TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON;2016;118084866;;
65793;TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON;2017;133177620;;
65793;TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON;2018;133774782;;
65793;TYRE CORD FABRIC OF HIGH TENACITY YARN OF NYLON OR OTHER POLYAMIDES, POLYESTERS OR VISCOSE RAYON;2019;117097218;;
65811;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264;2015;6077268;;
65811;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264;2016;4516275;;
65811;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264;2017;6088391;;
65811;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264;2018;7482179;;
65811;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF JUTE OR OF OTHER TEXTILE BAST FIBRES OF GROUP 264;2019;5647830;;
65812;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON;2015;1214617;;
65812;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON;2016;1157908;;
65812;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON;2017;9026392;;
65812;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON;2018;1845571;;
65812;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF COTTON;2019;1268151;;
65813;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS;2015;119925544;;
65813;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS;2016;145338604;;
65813;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS;2017;192496532;;
65813;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS;2018;220158725;;
65813;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS OF MAN-MADE TEXTILE MATERIALS;2019;224961932;;
65819;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS;2015;7362651;;
65819;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS;2016;8785262;;
65819;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS;2017;11109049;;
65819;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS;2018;9918835;;
65819;SACKS AND BAGS, OF TEXTILE MATERIALS, OF A KIND USED FOR THE PACKING OF GOODS. OF OTHER TEXTILE MATERIALS;2019;4389341;;
65821;TARPAULINS, AWNINGS AND SUN-BLINDS;2015;31446988;;
65821;TARPAULINS, AWNINGS AND SUN-BLINDS;2016;47985827;;
65821;TARPAULINS, AWNINGS AND SUN-BLINDS;2017;49549029;;
65821;TARPAULINS, AWNINGS AND SUN-BLINDS;2018;54445728;;
65821;TARPAULINS, AWNINGS AND SUN-BLINDS;2019;35751651;;
65822;TENTS;2015;29605900;;
65822;TENTS;2016;28757606;;
65822;TENTS;2017;43578358;;
65822;TENTS;2018;48650426;;
65822;TENTS;2019;37835468;;
65823;SAILS;2015;1803686;;
65823;SAILS;2016;2261385;;
65823;SAILS;2017;2496537;;
65823;SAILS;2018;3162032;;
65823;SAILS;2019;2036417;;
65824;PNEUMATIC MATTRESSES;2015;1197725;;
65824;PNEUMATIC MATTRESSES;2016;183604;;
65824;PNEUMATIC MATTRESSES;2017;883076;;
65824;PNEUMATIC MATTRESSES;2018;670543;;
65824;PNEUMATIC MATTRESSES;2019;1043922;;
65829;GOODS OF SUBGROUP 658.2, N.E.S.;2015;1742520;;
65829;GOODS OF SUBGROUP 658.2, N.E.S.;2016;2675211;;
65829;GOODS OF SUBGROUP 658.2, N.E.S.;2017;6975676;;
65829;GOODS OF SUBGROUP 658.2, N.E.S.;2018;5152798;;
65829;GOODS OF SUBGROUP 658.2, N.E.S.;2019;7797513;;
65831;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR;2015;2219151;;
65831;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR;2016;2047663;;
65831;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR;2017;6373196;;
65831;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR;2018;5657696;;
65831;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF WOOL OR FINE ANIMAL HAIR;2019;1523631;;
65832;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON;2015;12842696;;
65832;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON;2016;13765238;;
65832;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON;2017;20564081;;
65832;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON;2018;21666337;;
65832;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF COTTON;2019;18523320;;
65833;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES;2015;20652164;;
65833;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES;2016;27467719;;
65833;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES;2017;38285854;;
65833;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES;2018;37081570;;
65833;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF SYNTHETIC FIBRES;2019;29605275;;
65839;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS;2015;19139478;;
65839;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS;2016;20857682;;
65839;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS;2017;30500255;;
65839;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS;2018;25506214;;
65839;BLANKETS AND TRAVELLING-RUGS (OTHER THAN ELECTRIC) OF OTHER TEXTILE MATERIALS;2019;24813543;;
65841;BEDLINEN, KNITTED OR CROCHETED;2015;10188713;;
65841;BEDLINEN, KNITTED OR CROCHETED;2016;33188669;;
65841;BEDLINEN, KNITTED OR CROCHETED;2017;44655660;;
65841;BEDLINEN, KNITTED OR CROCHETED;2018;22132030;;
65841;BEDLINEN, KNITTED OR CROCHETED;2019;28785968;;
65842;BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON;2015;65607878;;
65842;BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON;2016;105580167;;
65842;BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON;2017;80210034;;
65842;BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON;2018;96006252;;
65842;BEDLINEN, NOT KNITTED NOR CROCHETED, OF COTTON;2019;68952439;;
65843;BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS;2015;132651228;;
65843;BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS;2016;151897743;;
65843;BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS;2017;153994660;;
65843;BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS;2018;120317019;;
65843;BEDLINEN, NOT KNITTED NOR CROCHETED, OF OTHER TEXTILE MATERIALS;2019;120650759;;
65844;TABLE LINEN, KNITTED OR CROCHETED;2015;1153667;;
65844;TABLE LINEN, KNITTED OR CROCHETED;2016;1968585;;
65844;TABLE LINEN, KNITTED OR CROCHETED;2017;2184634;;
65844;TABLE LINEN, KNITTED OR CROCHETED;2018;554571;;
65844;TABLE LINEN, KNITTED OR CROCHETED;2019;456219;;
65845;TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON;2015;3558376;;
65845;TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON;2016;5115371;;
65845;TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON;2017;5015351;;
65845;TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON;2018;5293312;;
65845;TABLE LINEN, NOT KNITTED OR CROCHETED, OF COTTON;2019;3885224;;
65846;TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS;2015;7645182;;
65846;TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS;2016;9951029;;
65846;TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS;2017;10054398;;
65846;TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS;2018;9785526;;
65846;TABLE LINEN, NOT KNITTED OR CROCHETED, OF OTHER TEXTILE MATERIALS;2019;6825269;;
65847;TOILET AND KITCHEN LINEN OF COTTON;2015;132799032;;
65847;TOILET AND KITCHEN LINEN OF COTTON;2016;174849696;;
65847;TOILET AND KITCHEN LINEN OF COTTON;2017;178079235;;
65847;TOILET AND KITCHEN LINEN OF COTTON;2018;182362974;;
65847;TOILET AND KITCHEN LINEN OF COTTON;2019;128046496;;
65848;TOILET AND KITCHEN LINEN OF OTHER FIBRES;2015;16976689;;
65848;TOILET AND KITCHEN LINEN OF OTHER FIBRES;2016;25526163;;
65848;TOILET AND KITCHEN LINEN OF OTHER FIBRES;2017;24454984;;
65848;TOILET AND KITCHEN LINEN OF OTHER FIBRES;2018;20868534;;
65848;TOILET AND KITCHEN LINEN OF OTHER FIBRES;2019;28234046;;
65851;"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES";2015;84810080;;
65851;"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES";2016;83725743;;
65851;"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES";2017;83658934;;
65851;"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES";2018;95822831;;
65851;"CURTAINS (INCLUDING DRAPES) AND INTERIOR BLINDS; CURTAIN OR BED VALENCES";2019;106759803;;
65852;BEDSPREADS;2015;12769515;;
65852;BEDSPREADS;2016;17407179;;
65852;BEDSPREADS;2017;28137402;;
65852;BEDSPREADS;2018;38018643;;
65852;BEDSPREADS;2019;49614867;;
65859;FURNISHING ARTICLES, N.E.S.;2015;15174674;;
65859;FURNISHING ARTICLES, N.E.S.;2016;32036361;;
65859;FURNISHING ARTICLES, N.E.S.;2017;39985071;;
65859;FURNISHING ARTICLES, N.E.S.;2018;44878764;;
65859;FURNISHING ARTICLES, N.E.S.;2019;42533866;;
65891;TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP.;2015;520285;;
65891;TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP.;2016;173118;;
65891;TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP.;2017;97325;;
65891;TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP.;2018;119331;;
65891;TAPESTRIES, HAND-WOVEN, OF THE GOBELINS, FLANDERS, AUBUSSON OR BEAUVAIS TYPE AND THE LIKE, AND NEEDLE-WORKED TAPESTRIES (E.G., PETIT POINT, CROSS-STITCH), WHETHER OR NOT MADE UP.;2019;69070;;
65892;FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS;2015;25477523;;
65892;FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS;2016;32098183;;
65892;FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS;2017;34187540;;
65892;FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS;2018;38557760;;
65892;FLOORCLOTHS, DISHCLOTHS, DUSTERS AND SIMILAR CLEANING CLOTHS;2019;34666289;;
65893;LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS;2015;150015691;;
65893;LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS;2016;186605953;;
65893;LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS;2017;187945722;;
65893;LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS;2018;201645927;;
65893;LIFE-JACKETS AND LIFEBELTS AND OTHER MADE-UP ARTICLES, INCLUDING DRESS PATTERNS;2019;274531912;;
65899;SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE;2015;2964035;;
65899;SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE;2016;5756153;;
65899;SETS CONSISTING OF WOVEN FABRIC AND YARN, WITH OR WITHOUT ACCESSORIES, FOR MAKING UP INTO RUGS, TAPESTRIES, TABLECLOTHS OR SIMILAR TEXTILE ARTICLES, PUT UP IN PACKINGS FOR RETAIL SALE;2017;6447765;;
